Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
6:15,2ALTE,0,0.404,0,0,0,0,0,0,0,0,0,0
21:45,4CLTE,19.005,3.582,1.166,0.138,37.633,3.828,1.781,1.294,8,6,14,1
18:15,1ALTE,26.374,3.84,1.04,0.154,37.48,0.852,1.607,1.253,8,6,14,0
18:00,10CLTE,11.741,1.99,0.544,0.061,25.333,1.11,1.204,1.085,5,4,9,1
14:30,6VLTE,2.289,2.687,0.324,0.055,15.16,1.665,1.194,0.01,5,3,8,1
9:30,6BLTE,9.398,2.021,0.877,0.05,14.455,6.149,1.101,0.01,3,3,6,0
20:30,4ALTE,7.761,0.995,0.191,0.029,11.81,0.475,1.085,1.015,4,3,7,1
4:00,7ULTE,0.202,0.808,0.008,0.003,0.921,0.054,1.031,0.01,2,2,4,0
4:45,5CLTE,2.627,0.404,0.002,0.002,0.057,0.037,1.021,1.011,2,1,3,0
2:45,6WLTE,0.202,1.011,0.118,0.011,11.825,0.243,1.041,0.01,3,1,4,0
4:00,5CLTE,2.728,0.404,0.004,0.004,0.497,0.156,1.021,1.011,2,2,4,0
4:30,10ALTE,2.93,0.606,0.228,0.019,11.139,0.431,1.021,1.011,3,2,5,0
20:15,6BLTE,26.475,5.558,1.629,0.31,57.266,40.06,1.334,0.01,6,4,10,0
12:45,2ALTE,0.1,0.398,0.017,0.01,0.094,0.04,0.995,0.01,1,1,2,1
12:00,6CLTE,5.672,0.796,0.167,0.028,5.288,0.815,1.055,0.01,4,3,7,1
13:15,7ULTE,3.032,5.558,0.694,0.093,16.75,1.181,1.546,0.01,7,4,11,0
22:45,3ALTE,13.642,2.728,0.579,0.065,14.107,0.577,1.253,1.172,5,4,9,0
21:30,4BLTE,17.811,2.687,0.664,0.081,26.434,0.704,1.244,1.085,6,4,10,1
20:00,5ALTE,4.244,0.909,0.354,0.02,13.211,0.547,1.051,1.021,3,2,5,0
12:00,4CLTE,12.025,1.819,0.413,0.041,12.449,1.452,1.112,1.051,4,4,8,0
4:15,7CLTE,0.101,0.808,0.357,0.021,5.568,0.232,1.031,0.01,3,2,5,0
20:00,7WLTE,0.697,2.488,0.481,0.033,12.368,0.699,1.114,0.01,4,2,6,1
16:30,7WLTE,1.011,2.425,0.413,0.051,34.761,0.651,1.233,0.01,5,3,8,0
3:00,6BLTE,7.983,4.85,3.108,0.344,66.086,46.321,1.031,0.01,4,2,6,0
5:45,9ALTE,0.808,0.404,0.04,0.013,0.811,0.196,1.021,1.011,2,2,4,0
1:30,4ALTE,2.627,0.707,0.395,0.022,5.514,0.188,1.041,1.021,3,2,5,0
10:15,8CLTE,9.095,1.415,0.24,0.031,4.231,0.557,1.081,1.021,4,4,8,0
5:30,5ALTE,1.011,0.404,0.031,0.009,0.243,0.102,1.031,1.011,2,1,3,0
9:00,6ALTE,11.823,1.819,0.627,0.049,35.387,1.284,1.132,0.01,5,3,8,0
2:00,4ALTE,2.122,0.606,0.212,0.029,14.802,5.084,1.031,1.011,2,2,4,0
8:15,9BLTE,1.92,0.505,0.062,0.026,1.955,3.117,1.051,1.011,3,2,5,0
15:15,4BLTE,25.465,3.638,0.805,0.155,20.732,1.649,1.799,1.293,8,6,14,0
21:45,4BLTE,23.14,2.223,0.588,0.103,13.006,1.279,1.485,1.213,7,6,13,0
6:15,6ULTE,0.202,0.808,0.014,0.006,0.397,0.162,1.021,0.01,2,2,4,0
16:00,4BLTE,28.597,3.84,0.865,0.12,19.55,1.817,1.627,1.223,8,5,13,0
3:00,6ALTE,0.909,0.404,0.023,0.01,0.254,0.122,1.011,0.01,2,1,3,0
8:30,8ALTE,7.761,1.294,0.316,0.021,9.299,0.85,1.075,1.005,4,3,7,1
23:45,6VLTE,4.042,14.147,1.48,0.094,10.158,9.777,1.293,0.01,5,4,9,0
18:00,6ALTE,8.589,2.425,1.135,0.042,25.538,0.948,1.142,0.01,6,3,9,0
17:00,3ALTE,15.36,2.021,0.61,0.079,19.919,0.677,1.263,1.071,5,3,8,0
4:00,3CLTE,2.021,0.505,0.183,0.025,7.053,0.618,1.011,1.011,1,1,2,0
18:45,9BLTE,1.891,0.498,0.066,0.013,2.751,0.118,1.005,0.995,2,2,4,1
23:00,7BLTE,0.199,0.597,0.084,0.025,3.152,0.328,1.124,0.01,4,3,7,1
13:30,4BLTE,29.406,4.85,1.508,0.168,43.632,1.097,1.698,1.283,8,5,13,0
14:15,1ALTE,26.576,2.122,0.548,0.295,9.623,6.63,1.637,1.182,8,5,13,0
23:15,7VLTE,0.404,1.213,0.087,0.017,3.746,0.465,1.011,0.01,3,3,6,0
23:00,1BLTE,15.224,3.582,1.254,0.056,24.439,0.787,1.244,1.075,5,4,9,1
2:00,3BLTE,6.265,0.707,0.072,0.032,2.552,2.137,1.112,1.031,4,3,7,0
6:00,1ALTE,2.388,0.697,0.391,0.026,57.216,0.553,1.025,1.005,3,2,5,1
8:30,6WLTE,1.415,4.446,1.244,0.082,29.177,1.788,1.233,0.01,4,3,7,0
23:15,10CLTE,7.781,1.011,0.223,0.036,14.753,0.644,1.152,1.021,4,3,7,0
12:45,10CLTE,5.154,0.707,0.154,0.024,5.985,0.411,1.051,1.021,3,2,5,0
17:00,4ALTE,5.457,1.314,0.305,0.035,19.941,0.79,1.101,1.041,4,3,7,0
12:00,8ALTE,22.332,3.133,0.892,0.079,57.496,0.689,1.344,1.172,7,5,12,0
5:15,7ALTE,0,0.505,0.209,0.02,4.849,0.18,1.031,0.01,2,1,3,0
8:30,7WLTE,1.112,2.526,0.567,0.038,30.692,0.834,1.152,0.01,4,3,7,0
3:45,5CLTE,3.133,0.404,0.006,0.005,0.322,0.14,1.031,1.011,3,2,5,0
3:00,3ALTE,3.335,0.505,0.038,0.02,0.686,0.583,1.041,1.011,3,2,5,0
20:15,3CLTE,10.746,1.99,0.463,0.071,21.284,0.719,1.214,1.055,4,4,8,1
21:30,10CLTE,9.398,1.112,0.247,0.039,5.857,0.521,1.132,1.041,4,3,7,0
7:30,5BLTE,7.983,0.707,0.176,0.018,14.588,0.369,1.071,1.021,3,2,5,0
0:30,6BLTE,10.913,1.92,0.671,0.051,21.076,5.472,1.162,0.01,6,3,9,0
5:15,10BLTE,0.303,0.505,0.736,0.033,13.309,0.462,1.041,1.011,2,2,4,0
20:45,4ALTE,5.457,1.011,0.313,0.033,10.025,0.632,1.101,1.021,4,3,7,0
19:45,6CLTE,5.356,0.808,0.324,0.047,14.997,0.997,1.122,0.01,5,3,8,0
0:30,5CLTE,4.345,0.505,0.03,0.011,5.178,0.233,1.041,1.011,3,2,5,0
4:30,3ALTE,1.213,0.606,0.28,0.015,12.978,0.219,1.021,1.011,2,1,3,0
11:00,4ALTE,6.568,1.112,0.328,0.345,19.16,27.215,1.091,1.051,3,3,6,0
10:00,8ALTE,26.778,9.6,2.298,0.168,28.399,2.013,1.556,1.304,7,5,12,0
23:45,7ULTE,1.112,1.213,0.054,0.092,2.724,7.682,1.071,0.01,4,3,7,0
6:00,10BLTE,0.505,0.404,0.11,0.018,3.085,0.226,1.011,1.011,2,2,4,0
7:45,7VLTE,0.404,2.122,0.607,0.041,25.646,0.579,1.061,0.01,3,2,5,0
18:45,3BLTE,10.913,1.213,0.218,0.036,6.964,0.504,1.152,1.061,5,3,8,0
23:30,1CLTE,28.193,4.345,1.494,0.177,32.33,3.595,1.809,1.677,9,8,17,0
1:00,8BLTE,4.749,0.909,0.177,0.025,12.189,0.383,1.061,1.021,3,3,6,0
4:45,1BLTE,2.627,0.808,0.315,0.03,15.075,0.951,1.041,1.011,3,2,5,0
9:15,7ULTE,2.425,17.28,1.055,0.063,21.187,0.775,1.435,0.01,6,4,10,0
17:15,4ALTE,6.568,2.122,0.729,0.079,34.497,5.862,1.101,1.031,4,3,7,0
23:30,10CLTE,5.861,0.909,0.245,0.025,10.274,0.71,1.081,1.021,3,2,5,0
9:30,6VLTE,1.112,2.627,0.441,0.03,34.244,1.331,1.112,0.01,4,2,6,0
19:30,7ULTE,1.415,3.739,0.592,0.08,14.417,1.426,1.283,0.01,5,3,8,0
21:00,6BLTE,27.385,6.972,2.638,0.306,63.575,44.865,1.253,0.01,6,4,10,0
23:15,6CLTE,4.547,1.213,0.272,0.027,8.577,0.692,1.061,0.01,3,2,5,0
20:00,3CLTE,6.866,1.294,0.245,0.029,14.389,0.82,1.104,1.015,4,3,7,1
1:45,5ALTE,2.021,0.505,0.168,0.012,5.615,0.262,1.011,1.011,2,1,3,0
14:15,10ALTE,10.05,2.488,1.187,0.035,49.003,0.916,1.095,1.045,4,3,7,1
16:15,5ALTE,10.004,1.213,0.315,0.045,7.857,0.551,1.172,1.031,5,3,8,0
22:30,6VLTE,1.791,4.378,0.768,0.052,11.98,1.027,1.244,0.01,6,3,9,1
3:45,1ALTE,2.021,1.718,0.836,0.024,18.861,0.212,1.031,1.011,2,2,4,0
17:30,10BLTE,11.621,1.011,0.212,0.084,11.1,0.531,1.233,1.051,4,3,7,0
13:00,1ALTE,19.502,11.045,2.389,0.114,21.387,3.163,1.473,1.124,6,5,11,1
0:15,10BLTE,3.941,0.808,0.285,0.019,12.721,0.408,1.031,1.021,3,2,5,0
23:15,6VLTE,2.122,5.659,0.695,0.066,17.544,0.711,1.304,0.01,6,4,10,0
17:45,3CLTE,10.61,1.92,0.489,0.047,20.951,0.446,1.223,1.061,5,3,8,0
13:30,6VLTE,1.314,3.032,0.536,0.06,9.445,0.859,1.243,0.01,5,2,7,0
12:45,7VLTE,1.415,3.133,0.456,0.054,14.894,0.636,1.253,0.01,5,3,8,0
15:30,6ALTE,9.254,1.095,0.435,0.048,18.32,1.061,1.124,0.01,4,2,6,1
22:30,4CLTE,24.858,11.116,3.342,0.205,38.271,17.728,1.96,1.597,9,10,19,0
3:30,8CLTE,0.404,0.404,0.021,0.008,0.276,0.046,1.021,1.011,2,1,3,0
8:30,2ALTE,0.909,0.505,0.143,0.036,3.419,0.322,1.011,0.01,1,1,2,0
7:00,10CLTE,3.335,0.505,0.029,0.01,3.117,0.222,1.041,1.021,3,2,5,0
12:30,10BLTE,9.398,1.314,0.55,0.058,18.337,0.625,1.162,1.041,5,3,8,0
12:15,3BLTE,25.465,2.627,0.521,0.084,21.255,0.555,1.415,1.263,6,5,11,0
5:30,9BLTE,0.808,0.404,0.017,0.009,0.245,0.093,1.021,1.011,2,2,4,0
3:45,4BLTE,3.638,0.505,0.037,0.006,6.401,0.124,1.031,1.011,2,2,4,0
18:30,1CLTE,32.338,9.154,3.502,0.192,40.895,0.947,2.04,1.602,9,8,17,1
15:00,3BLTE,32.538,15.663,1.951,0.202,26.361,1.11,2.324,2.041,8,7,15,0
2:00,8ALTE,7.074,1.92,0.855,0.046,59.437,0.882,1.112,1.041,4,3,7,0
2:30,7VLTE,0.101,0.808,0.034,0.007,1.821,0.078,1.021,0.01,2,1,3,0
11:00,7VLTE,0.697,1.692,0.195,0.022,16.3,0.34,1.104,0.01,4,3,7,1
0:00,8CLTE,2.829,0.707,0.136,0.022,4.318,0.371,1.051,1.021,3,2,5,0
4:15,4CLTE,3.638,0.505,0.049,0.015,4.704,0.686,1.041,1.021,3,2,5,0
9:30,6CLTE,4.85,0.505,0.042,0.023,3.04,0.153,1.071,0.01,3,2,5,0
19:00,1CLTE,32.538,4.143,1.2,0.166,31.978,1.118,1.748,1.526,8,7,15,0
14:00,10CLTE,7.781,0.707,0.052,0.019,3.935,0.175,1.071,1.031,3,3,6,0
14:15,4BLTE,26.879,3.638,1.255,0.143,27.569,0.981,1.536,1.243,7,6,13,0
18:00,6VLTE,2.425,5.76,0.889,0.074,13.547,0.504,1.415,0.01,6,3,9,0
1:15,7VLTE,0.808,9.196,2.111,0.065,25.988,0.907,1.162,0.01,4,3,7,0
14:30,3ALTE,10.846,1.493,0.457,0.045,19.783,0.496,1.124,1.025,5,3,8,1
17:00,10ALTE,6.366,0.606,0.127,0.02,8.056,0.485,1.071,1.021,3,2,5,0
22:30,6CLTE,3.638,0.606,0.131,0.019,4.339,0.57,1.051,0.01,3,2,5,0
5:15,7BLTE,0.1,0.398,0.023,0.008,3.217,0.663,0.985,0.01,3,2,5,1
0:00,6ALTE,4.279,0.597,0.157,0.023,9.562,0.575,1.045,0.01,4,2,6,1
16:30,7ALTE,0.505,1.92,0.37,0.031,19.718,0.366,1.202,0.01,5,3,8,0
7:15,9ALTE,1.112,0.404,0.026,0.007,0.525,0.183,1.011,1.011,2,2,4,0
18:00,3BLTE,11.542,1.692,0.526,0.062,37.811,2.775,1.224,1.095,6,4,10,1
6:00,7ULTE,0.505,1.819,0.669,0.054,14.332,0.741,1.041,0.01,2,2,4,0
4:15,10ALTE,2.09,0.597,0.208,0.022,5.376,0.407,1.015,0.995,3,2,5,1
7:45,3BLTE,9.499,2.021,0.77,0.068,32.992,6.448,1.122,1.071,4,3,7,0
23:30,10BLTE,0.909,0.404,0.021,0.009,0.499,0.146,1.011,1.011,2,1,3,0
13:45,6ALTE,6.368,1.095,0.387,0.051,8.233,0.575,1.095,0.01,4,2,6,1
3:45,9ALTE,0.796,0.398,0.05,0.008,2.55,0.13,1.025,0.995,2,1,3,1
13:15,6BLTE,21.625,8.084,4.454,0.53,72.595,40.442,1.213,0.01,5,5,10,0
6:45,9ALTE,0.404,0.404,0.029,0.007,0.304,0.04,1.021,1.011,2,2,4,0
4:30,3BLTE,2.627,0.505,0.115,0.017,2.759,0.294,1.081,1.021,3,2,5,0
21:45,1BLTE,17.381,2.021,0.497,0.087,15.064,1.461,1.253,1.081,5,4,9,0
12:45,6BLTE,16.318,1.294,0.237,0.082,7.041,3.51,1.124,0.01,5,3,8,1
10:15,5CLTE,27.587,3.335,0.974,0.171,26.435,1.284,1.637,1.324,8,6,14,0
21:45,6VLTE,1.92,2.728,0.307,0.042,14.218,0.408,1.283,0.01,5,3,8,0
5:15,3CLTE,0.404,0.404,0.021,0.008,0.761,0.059,1.011,1.011,2,1,3,0
1:45,6VLTE,1.718,1.617,0.173,0.051,7.903,3.336,1.101,0.01,4,3,7,0
19:00,8BLTE,15.259,5.659,1.533,0.088,36.667,1.147,1.415,1.101,6,4,10,0
2:45,4ALTE,1.415,0.606,0.083,0.011,7.533,0.255,1.021,1.011,2,2,4,0
3:30,9BLTE,0.707,0.404,0.014,0.009,0.195,0.117,1.011,1.011,2,1,3,0
6:45,4CLTE,8.084,0.808,0.169,0.021,4.621,0.325,1.081,1.081,3,3,6,0
16:30,8ALTE,15.92,1.493,0.402,0.066,11.727,0.595,1.264,1.104,6,5,11,1
12:45,8ALTE,13.731,2.189,0.514,0.066,22.587,0.953,1.234,1.095,5,4,9,1
18:00,3BLTE,21.625,2.425,0.523,0.103,9.814,0.735,1.586,1.243,7,5,12,0
20:00,10CLTE,8.791,0.606,0.068,0.021,1.932,0.201,1.081,1.021,3,2,5,0
12:15,6BLTE,15.224,3.284,1.505,0.297,63.799,44.897,1.124,0.01,4,4,8,1
12:45,8ALTE,24.353,4.244,1.762,0.15,31.93,3.137,1.556,1.162,7,4,11,0
22:15,7ULTE,0.909,2.324,0.269,0.038,7.974,1.201,1.152,0.01,4,3,7,0
2:45,10ALTE,3.436,0.404,0.027,0.01,1.561,0.203,1.031,1.021,2,3,5,0
5:45,7BLTE,0.101,0.505,0.129,0.02,2.927,0.27,1.061,0.01,3,2,5,0
5:45,7WLTE,0,1.112,0.902,0.015,10.584,0.115,1.011,0.01,2,1,3,0
2:00,10BLTE,5.572,0.796,0.232,0.047,11.585,0.37,1.055,1.005,3,3,6,1
23:00,6VLTE,1.493,3.483,0.399,0.046,15.868,0.426,1.234,0.01,5,5,10,1
4:15,5CLTE,2.829,0.606,0.065,0.007,9.315,0.246,1.031,1.011,3,2,5,0
10:30,8ALTE,26.98,4.648,1.839,0.161,54.281,3.755,1.597,1.202,7,6,13,0
15:45,4BLTE,25.566,4.042,0.988,0.104,41.175,2.01,1.485,1.213,6,5,11,0
7:00,5ALTE,1.095,0.398,0.02,0.009,0.56,0.134,0.995,0.995,2,2,4,1
21:15,6WLTE,3.941,3.436,0.453,0.107,10.274,0.789,1.334,0.01,5,4,9,0
23:15,7WLTE,0.606,1.92,0.615,0.024,16.937,0.459,1.101,0.01,3,2,5,0
23:00,6ALTE,4.244,0.909,0.365,0.03,21.483,0.644,1.081,0.01,3,3,6,0
3:45,3ALTE,4.876,2.289,1.265,0.05,18.715,2.483,1.055,1.015,3,3,6,1
5:30,10CLTE,2.526,0.707,0.311,0.027,10.75,0.535,1.041,1.011,3,2,5,0
3:45,6WLTE,0.101,1.011,0.297,0.027,6.042,0.21,1.051,0.01,3,2,5,0
1:15,7BLTE,0.398,0.995,0.346,0.052,18.69,0.957,1.274,0.01,6,3,9,1
5:30,6VLTE,0.303,0.909,0.04,0.009,1.47,0.191,1.031,0.01,2,2,4,0
7:15,6ALTE,1.194,0.398,0.043,0.007,0.799,0.098,0.995,0.01,2,1,3,1
1:45,9ALTE,0.505,0.404,0.085,0.011,2.341,0.085,1.021,1.011,2,1,3,0
9:00,4CLTE,7.983,1.112,0.169,0.028,4.336,0.456,1.112,1.081,4,4,8,0
20:45,10ALTE,16.067,5.356,1.617,0.099,20.106,2.917,1.223,1.132,6,4,10,0
22:00,2ALTE,0.202,0.404,0.006,0.007,0.037,0.018,1.011,0.01,1,1,2,0
20:00,7ALTE,0.404,1.415,0.288,0.042,28.016,0.592,1.202,0.01,5,2,7,0
9:30,10CLTE,2.728,0.505,0.032,0.013,1.132,0.168,1.051,1.011,3,2,5,0
18:45,5ALTE,5.075,0.796,0.132,0.047,9.693,0.516,1.095,1.015,4,3,7,1
2:15,5ALTE,0.808,0.404,0.01,0.008,0.155,0.083,1.021,1.011,2,1,3,0
20:00,6VLTE,10.408,17.179,2.482,0.535,36.012,1.663,1.991,0.01,7,6,13,0
2:00,7ULTE,0.101,0.808,0.246,0.014,4.718,0.156,1.021,0.01,2,1,3,0
14:45,5ALTE,10.509,1.213,0.26,0.042,6.259,1.014,1.213,1.061,4,3,7,0
12:30,6ALTE,18.795,1.92,0.563,0.102,33.44,1.296,1.293,0.01,5,4,9,0
20:45,7VLTE,0.606,1.415,0.075,0.019,5.482,0.451,1.152,0.01,4,2,6,0
16:45,2ALTE,0.606,0.404,0.014,0.009,0.12,0.108,1.011,0.01,1,1,2,0
13:45,10BLTE,6.568,0.909,0.257,0.037,21.437,0.988,1.081,1.021,4,2,6,0
12:45,7ULTE,3.133,5.861,0.729,0.069,16.705,0.861,1.283,0.01,6,4,10,0
23:30,5CLTE,9.095,1.213,0.356,0.03,39.339,1.069,1.101,1.031,4,3,7,0
13:00,5BLTE,29.305,4.547,1.215,0.159,21.619,1.691,1.657,1.364,8,6,14,0
6:15,6CLTE,1.516,0.404,0.018,0.012,0.525,0.231,1.031,0.01,2,2,4,0
23:00,5BLTE,10.509,7.478,1.573,0.039,19.651,0.387,1.172,1.132,5,4,9,0
6:15,4BLTE,6.972,1.011,0.185,0.031,3.653,0.362,1.071,1.021,3,2,5,0
6:00,10ALTE,1.617,0.404,0.018,0.007,0.642,0.105,1.021,1.011,2,2,4,0
18:00,6ALTE,6.667,0.796,0.238,0.036,27.177,0.994,1.095,0.01,4,2,6,1
17:30,7CLTE,0.404,1.213,0.379,0.032,40.129,1.432,1.202,0.01,5,3,8,0
15:00,1CLTE,26.071,4.648,1.114,0.097,37.128,0.815,1.506,1.364,6,6,12,0
18:30,2ALTE,0.1,0.398,0.013,0.004,0.022,0.006,0.995,0.01,1,1,2,1
5:00,9ALTE,0.404,0.404,0.116,0.014,2.373,0.316,1.011,1.011,2,1,3,0
7:15,3BLTE,5.76,0.808,0.435,0.017,43.04,0.326,1.041,1.021,3,2,5,0
19:00,2ALTE,0.1,0.398,0.006,0.006,0.013,0.016,0.995,0.01,1,1,2,1
15:30,5BLTE,27.486,2.93,0.875,0.131,27.214,0.904,1.485,1.223,6,5,11,0
14:00,6ALTE,7.861,1.294,0.489,0.047,33.799,1.632,1.104,0.01,4,3,7,1
19:00,7WLTE,1.112,2.93,0.316,0.076,9.591,1.402,1.263,0.01,6,4,10,0
19:30,10BLTE,10.206,1.112,0.209,0.04,13.705,0.473,1.152,1.031,4,3,7,0
4:15,7WLTE,0.202,0.808,0.03,0.014,0.801,0.323,1.021,0.01,2,2,4,0
18:15,6VLTE,3.781,13.831,1.512,0.086,16.498,2.101,1.483,0.01,6,5,11,1
14:30,6VLTE,1.314,2.829,0.301,0.042,9.18,0.579,1.233,0.01,5,4,9,0
11:30,6BLTE,15.92,1.592,0.299,0.047,11.787,0.897,1.095,0.01,4,3,7,1
9:30,1BLTE,4.577,1.095,0.339,0.027,20.418,0.613,1.055,1.005,4,3,7,1
1:30,10ALTE,4.345,0.606,0.077,0.013,5.989,0.251,1.041,1.021,3,2,5,0
20:00,6CLTE,5.457,0.808,0.214,0.032,19.573,0.505,1.081,0.01,3,2,5,0
20:15,7ALTE,0.597,0.995,0.268,0.045,9.257,0.739,1.085,0.01,4,2,6,1
9:30,6ULTE,2.425,3.032,0.556,0.084,22.215,2.052,1.415,0.01,7,4,11,0
0:00,2ALTE,0.101,0.404,0.001,0.001,0.005,0.004,1.011,0.01,1,1,2,0
22:30,6WLTE,1.415,5.76,0.904,0.058,10.179,0.974,1.283,0.01,5,4,9,0
22:30,10CLTE,6.667,0.697,0.133,0.246,5.89,7.821,1.085,1.015,3,3,6,1
9:15,7VLTE,1.516,2.829,0.312,0.046,9.732,3.17,1.223,0.01,5,4,9,0
14:00,3ALTE,28.597,16.269,2.68,0.17,24.081,1.436,1.9,1.526,8,6,14,0
18:00,7BLTE,0.398,1.095,0.327,0.043,8.573,0.539,1.284,0.01,5,3,8,1
10:45,8BLTE,22.635,3.436,0.783,0.113,18.951,0.737,1.405,1.223,6,6,12,0
15:30,5ALTE,3.383,0.697,0.178,0.026,14.1,0.337,1.035,1.005,3,3,6,1
3:00,8ALTE,7.761,1.592,0.566,0.031,5.231,0.202,1.095,1.015,4,3,7,1
19:15,4BLTE,17.811,2.289,0.691,0.097,13.289,4.199,1.353,1.114,7,5,12,1
18:00,10ALTE,10.812,6.568,2.56,0.123,41.738,1.902,1.142,1.031,4,4,8,0
14:15,1CLTE,30.113,6.366,2.006,0.159,20.751,0.957,1.677,1.546,9,8,17,0
7:45,8BLTE,6.972,1.011,0.343,0.034,33.997,0.555,1.091,1.031,4,3,7,0
5:45,6WLTE,0.101,0.808,0.013,0.01,0.265,0.105,1.031,0.01,3,1,4,0
12:15,9ALTE,26.98,3.436,0.835,0.115,51.982,1.26,1.526,1.526,7,7,14,0
6:45,6ULTE,0.808,1.112,0.175,0.015,2.615,0.387,1.041,0.01,3,3,6,0
13:30,7WLTE,3.032,3.537,0.526,0.067,12.7,1.996,1.334,0.01,5,4,9,0
13:30,9ALTE,20.109,2.021,0.674,0.092,24.776,0.796,1.405,1.192,6,5,11,0
10:15,6WLTE,3.436,15.562,1.242,0.078,9.382,3.794,1.364,0.01,6,3,9,0
6:45,9BLTE,1.294,0.398,0.062,0.015,4.112,0.288,1.015,0.995,2,2,4,1
13:45,3ALTE,27.89,5.76,2.322,0.179,72.588,1.593,1.667,1.324,7,6,13,0
7:00,10BLTE,0.707,0.404,0.063,0.013,4.106,0.32,1.011,1.011,2,1,3,0
17:30,3BLTE,16.673,3.335,0.764,0.075,28.821,1.238,1.334,1.152,6,4,10,0
22:00,7ALTE,0.299,1.99,0.914,0.068,23.869,1.992,1.164,0.01,5,3,8,1
18:00,1ALTE,24.757,2.122,0.447,0.316,28.919,1.964,1.657,1.263,6,5,11,0
20:30,7BLTE,0.505,1.516,0.419,0.079,22.769,2.864,1.384,0.01,5,3,8,0
9:45,1BLTE,10.61,1.516,0.443,0.076,42.584,2.697,1.202,1.051,6,4,10,0
6:15,7ULTE,0.202,1.011,0.178,0.029,4.41,0.34,1.021,0.01,3,2,5,0
14:15,5ALTE,5.075,0.796,0.193,0.016,16.248,0.209,1.035,1.005,3,2,5,1
0:30,7VLTE,0.707,2.425,0.438,0.036,21.094,0.612,1.182,0.01,4,3,7,0
23:15,6WLTE,0.909,4.042,1,0.041,18.827,0.407,1.142,0.01,4,3,7,0
10:45,10CLTE,3.184,0.796,0.207,0.019,19.016,0.66,1.035,1.015,3,3,6,1
16:45,6ALTE,14.955,1.516,0.393,0.068,14.216,0.712,1.233,0.01,5,3,8,0
20:15,4CLTE,18.607,1.99,0.454,0.08,8.496,0.594,1.274,1.234,5,6,11,1
5:00,7ALTE,0,0.404,0.016,0.008,0.206,0.06,1.031,0.01,2,1,3,0
10:30,4CLTE,14.45,2.021,0.564,0.049,42.815,0.524,1.304,1.293,5,5,10,0
11:00,6ALTE,5.274,1.095,0.368,0.033,21.194,0.996,1.055,0.01,4,2,6,1
17:30,6ALTE,10.408,1.819,0.625,0.044,38.996,0.918,1.112,0.01,4,3,7,0
2:45,7ULTE,0.808,1.617,0.138,0.03,12.696,0.349,1.142,0.01,4,2,6,0
4:00,1CLTE,12.227,0.909,0.163,0.026,5.737,0.334,1.081,1.051,4,3,7,0
15:00,6ALTE,12.934,1.516,0.335,0.05,11.32,0.605,1.162,0.01,5,3,8,0
16:30,6VLTE,2.021,4.042,0.726,0.094,15.492,3.517,1.334,0.01,6,4,10,0
22:00,6CLTE,4.547,1.011,0.37,0.033,21.476,0.509,1.041,0.01,3,2,5,0
8:15,4CLTE,8.657,2.289,0.842,0.046,53.07,1.239,1.124,1.035,5,3,8,1
6:15,7ULTE,0.199,1.095,0.201,0.027,3.161,0.228,1.015,0.01,3,2,5,1
17:00,9ALTE,4.749,0.606,0.04,0.015,5.197,0.365,1.051,1.011,3,2,5,0
7:15,3BLTE,4.677,0.896,0.284,0.028,17.413,0.981,1.065,1.005,4,3,7,1
7:00,7CLTE,0,0.398,0.122,0.02,3.93,0.36,1.015,0.01,2,1,3,1
2:15,9ALTE,1.213,0.404,0.014,0.008,0.434,0.182,1.011,1.011,2,2,4,0
17:15,4CLTE,24.353,3.436,0.725,0.095,33.164,1.512,1.506,1.556,9,9,18,0
2:45,1BLTE,8.756,1.194,0.595,0.065,82.049,4.875,1.144,1.015,5,3,8,1
4:30,4BLTE,7.478,0.404,0.014,0.005,0.996,0.184,1.142,1.011,3,2,5,0
23:00,7CLTE,0,0.398,0.024,0.018,0.411,0.219,1.035,0.01,2,1,3,1
10:00,10ALTE,33.852,4.446,2.009,0.223,39.94,2.874,2.082,1.384,9,7,16,0
23:15,7BLTE,1.011,0.707,0.243,0.404,6.521,18.882,1.142,0.01,4,3,7,0
12:30,4CLTE,15.056,1.718,0.237,0.051,8.215,0.869,1.243,1.162,5,4,9,0
20:45,3BLTE,16.067,3.234,0.819,0.086,27.913,0.846,1.253,1.162,5,4,9,0
6:00,7CLTE,0,0.404,0.072,0.016,1.632,0.248,1.021,0.01,2,1,3,0
13:00,10ALTE,9.453,1.692,0.758,0.042,51.595,0.989,1.104,1.045,5,3,8,1
15:30,10BLTE,8.589,1.011,0.368,0.056,18.253,1.03,1.202,1.051,5,4,9,0
23:15,6VLTE,2.829,3.739,0.54,0.054,15.31,0.603,1.283,0.01,5,4,9,0
8:45,6WLTE,2.122,3.84,0.377,0.052,12.404,2.65,1.394,0.01,6,4,10,0
17:30,5CLTE,11.542,1.095,0.202,0.042,8.374,1.428,1.144,1.035,5,4,9,1
23:30,8CLTE,6.871,1.011,0.484,0.045,14.05,0.895,1.142,1.031,4,3,7,0
6:15,10ALTE,2.289,0.498,0.024,0.011,1.78,0.141,1.015,0.995,2,2,4,1
7:30,6BLTE,9.095,1.112,0.307,0.033,25.343,0.783,1.081,0.01,4,3,7,0
